school	platform	section	field_name_verbatim	normalized_key	type	limit	required	source_url	source_type	checked_date
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Citizenship	citizenship_country	dropdown	ISO 国家列表	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	I have read, understand, and agree to the Flywire Terms of Use and Privacy Policy	flywire_terms_consent	checkbox	无限制(来源明示)	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login) — agent gate	Please note, we require applicants from your country of citizenship to apply through a recognised representative of Adelaide University.	agent_used_yn	radio	无限制(来源明示)	条件必填(按国籍;中东/北非/撒哈拉以南非洲/南亚(孟加拉、印度、马尔代夫、尼泊尔、巴基斯坦、斯里兰卡)/菲律宾/拉美 必须经 Education Agent 申请)	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	Certified copies of your academic transcripts and graduate certificates	transcript_upload	file	须 certified copy:每页须有 (1) 认证人/机构名称原始印章 (2) 英文 "I certify that this is a true copy of the original" 字样 (3) 原始签名 (4) 认证日期;须清晰扫描件;单文件 MB 上限 未确认(登录墙后)	必填	https://ask.adelaideuni.edu.au/app/answers/detail/a_id/4180	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	certified translations	translation_upload	file	非英文文件须同时提供原文 certified copy + 官方英文翻译件,翻译件同样须 certified	条件必填(文件非英文时)	https://ask.adelaideuni.edu.au/app/answers/detail/a_id/4180	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	A copy of your passport	passport_scan	file	未确认(登录墙后)	必填	https://adelaide.edu.au/study/international-students/how-to-apply/apply-now/	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	Official English test results from IELTS, TOEFL iBT, Pearson or Cambridge CAE/CPE or another approved objective test	english_test_report_upload	file	未确认(登录墙后)	条件必填(以考试成绩证明英语能力时)	https://adelaide.edu.au/study/international-students/how-to-apply/apply-now/	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	Professional qualifications (e.g. short courses) or professional memberships you may have	qualification_name	file	未确认(登录墙后)	选填	https://adelaide.edu.au/study/international-students/how-to-apply/apply-now/	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	Syllabus of subjects if you wish to be considered for advanced standing (credit transfer)	credit_advanced_standing_request	file	未确认(登录墙后)	条件必填(申请学分抵免时)	https://adelaide.edu.au/study/international-students/how-to-apply/apply-now/	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	a personal statement, portfolio, or supplementary form	personal_statement	textarea	未确认(登录墙后)	条件必填(部分项目)	https://adelaide.edu.au/study/international-students/how-to-apply/	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	Relevant work experience — certified references from your employer, if needed	referee_report_upload	file	由申请人上传雇主出具的 certified reference;无系统发信邀请机制	条件必填(部分项目按需)	https://adelaide.edu.au/study/international-students/how-to-apply/	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	Recognition of prior learning (RPL) form	credit_advanced_standing_request	file	未确认(登录墙后)	条件必填(申请 RPL 时)	https://adelaide.edu.au/study/international-students/how-to-apply/	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	Details of course exclusions	credit_advanced_standing_request	text	未确认(登录墙后)	选填	https://adelaide.edu.au/study/international-students/how-to-apply/	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Application form (post-login)	secure link generated in the My eQuals platform	transcript_delivery_method	text	走 My eQuals 安全链接则免 certified copy 要求	选填(替代 certified copy 的途径)	https://ask.adelaideuni.edu.au/app/answers/detail/a_id/4180	official checklist	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Submit	A non-refundable application fee of AUD $150	application_fee_payment	text	AUD $150 每份申请;研究学位/100% 在线/非学位项目免收	必填	https://adelaide.edu.au/study/international-students/how-to-apply/	official how-to-apply page	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Offer acceptance	signed Offer of Admission	declaration_signature	file	无限制(来源明示)	必填(接受 offer 时)	https://adelaide.edu.au/study/international-students/how-to-apply/accepting-your-offer/	official how-to-apply page	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Offer acceptance	First Tuition Payment	application_fee_payment	text	经 Flywire 支付	必填(接受 offer 时)	https://adelaide.edu.au/study/international-students/how-to-apply/accepting-your-offer/	official how-to-apply page	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Offer acceptance	Overseas Student Health Cover (OSHC)	oshc_selection	dropdown	可在 Online Application System 内向学校 preferred provider 购买,也可自行安排;非申请阶段字段	必填(接受 offer 阶段,所有国际生强制)	https://adelaide.edu.au/study/international-students/how-to-apply/accepting-your-offer/	official how-to-apply page	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Offer acceptance	Genuine Student requirements	genuine_student_declaration	file	以 conditional offer 的 condition 形式出现,非申请表内字段;具体表单 未确认(登录墙后)	条件必填(offer 条件中列出时)	https://adelaide.edu.au/study/international-students/how-to-apply/accepting-your-offer/	official how-to-apply page	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Offer acceptance	Confirmation of Enrolment (CoE)	coe_confirmation_of_enrolment	text	由校方在收到 acceptance + First Tuition Payment + OSHC 后签发,非申请人填写字段	条件必填(非申请人填写字段——由校方在接受 offer 并完成付费后签发,申请阶段无此输入框)	https://adelaide.edu.au/study/international-students/how-to-apply/accepting-your-offer/	official how-to-apply page	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Offer acceptance	Confirmation of Appropriate Accommodation and Welfare (CAAW)	accommodation_under18_nomination	file	随 CoE 一并签发	条件必填(未满 18 岁且不与父母/法定监护人/21 岁以上指定亲属同住)	https://adelaide.edu.au/study/international-students/how-to-apply/accepting-your-offer/	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section A: Student details	Student ID number	existing_student_id	text	未确认(PDF 表格无字数标注)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section A: Student details	Date of birth	date_of_birth	date	未确认(PDF 表格无字数标注)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section A: Student details	Given name	given_name	text	未确认(PDF 表格无字数标注)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section A: Student details	Family name	family_name	text	未确认(PDF 表格无字数标注)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section A: Student details	Email address (your personal email)	email	text	未确认(PDF 表格无字数标注)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section B: Agent details	Agent company name	agent_name	text	未确认(PDF 表格无字数标注)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section B: Agent details	Agent office (city)	agent_name	text	未确认(PDF 表格无字数标注)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section B: Agent details	Agent office (country)	agent_name	text	未确认(PDF 表格无字数标注)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section B: Agent details	Counsellor’s name and email	agent_counsellor_contact	text	未确认(PDF 表格无字数标注) — 注意:墨大用 counsellor 姓名+邮箱定位,公开表格中未见数字 agent code	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section B: Agent details	I am living, working and/or studying in the country where the education agent is located. / Other (please explain):	agent_consent_declaration	radio	Other 需文字说明,字数上限 未确认	必填(使用 agent 时二选一)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section C: Change of agent	Previous agent company name	agent_name	text	未确认(PDF 表格无字数标注)	条件必填(更换 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section C: Change of agent	Previous agent office (city)	agent_name	text	未确认(PDF 表格无字数标注)	条件必填(更换 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section C: Change of agent	Previous agent office (country)	agent_name	text	未确认(PDF 表格无字数标注)	条件必填(更换 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section C: Change of agent	Date you first authorised this agent	date_of_birth	date	未确认(PDF 表格无字数标注)	条件必填(更换 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section C: Change of agent	Why are you changing agent?	agent_consent_declaration	radio	三选一: 搬家 / 对原 agent 服务不满(须 specify) / Other(须说明);字数上限 未确认	条件必填(更换 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section C: Change of agent	I confirm withdrawal of my authorisation for the agent shown in SECTION C to act on my behalf.	agent_consent_declaration	checkbox	无限制(来源明示)	条件必填(更换 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section D: Declaration	I have completed the Education Agent Nomination and Authorisation form myself.	declaration_signature	checkbox	无限制(来源明示) — 明文要求由申请人本人填写,不得由 agent 代填	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section D: Declaration	I authorise the education agent shown in Section B to represent me in all dealings with the University of Melbourne regarding my application.	agent_consent_declaration	checkbox	无限制(来源明示)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section D: Declaration	Applicant’s signature	declaration_signature	text	无限制(来源明示)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section D: Declaration	Parent’s/guardian’s signature (if applicant is under 18 years old)	declaration_signature	text	无限制(来源明示)	条件必填(申请人未满 18 岁)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — Section D: Declaration	Date	declaration_date	date	无限制(来源明示)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent nomination form — submission	Requirement - Appointment of authorised representative	agent_nomination_form	file	上传至 eApplication 系统内该 Requirement 项下;格式/MB 上限 未确认(登录墙后)	必填(使用 agent 时)	https://study.unimelb.edu.au/__data/assets/pdf_file/0019/47071/Education-agent-nomination-form.pdf	official PDF application guide	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Document upload (post-login)	Document attachments → Upload a new file / Add another	transcript_upload	file	官方上传指引页只描述界面步骤,未给出接受格式与单文件 MB 上限 → 未确认(登录墙后)	必填	https://study.unimelb.edu.au/how-to-apply/instructions-to-upload-documents	official how-to-apply page	2026-08-14
UCL	Tribal SITS:Vision (Portico)	Portico 登录页 (pre-login)	User ID	portico_user_id	text	HTML 无 maxlength;input name 为 SITS 命名法 MUA_CODE.DUMMY.MENSYS.1(MUA=SITS 用户账号表)	必填	https://evision.ucl.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login	live public form	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Portico 登录页 (pre-login)	Password	password	text	HTML 无 maxlength;input name 为 PASSWORD.DUMMY.MENSYS.1	必填	https://evision.ucl.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login	live public form	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Portico 登录页 (pre-login)	(无公开注册表单)	registration_form_absent	text	登录页仅暴露 User ID + Password 两个可见输入,页面无 Register/Create account 链接;与澳洲 StudyLink 可公开 GET 注册表单不同——UCL 申请表全部在登录墙后	不适用	https://evision.ucl.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login	live public form	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Programme	Programme selection	course_preference_1	dropdown	每个 academic cycle 最多申请 2 个授课型硕士课程(原文 you can only apply to a maximum of two taught graduate courses in any academic cycle);是否同一表单内多选、抑或两份独立申请 未确认(登录墙后)	必填	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/applying-graduate-taught-study-ucl	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Personal details	Name	family_name	text	未确认(登录墙后);官方要求 Your names are entered exactly as they appear in your passport	必填	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/applying-graduate-taught-study-ucl	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Personal details	Name	given_name	text	未确认(登录墙后);须与护照完全一致	必填	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/applying-graduate-taught-study-ucl	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Personal details	Contact details	contact_details	text	未确认(登录墙后)	必填	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/applying-graduate-taught-study-ucl	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Personal details	copy of your current passport	passport_scan	file	<5MB;.pdf(首选)/.docx/.jpeg/.jpg;不得加密或设密码;无护照者可改交 Missing passport document 后补	条件必填(需要签证者)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/applying-graduate-taught-study-ucl	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Education	Your official transcript	transcript_upload	file	Files must be less than 5MB;Allowed file types: .pdf (preferred), .docx, .jpeg, or .jpg;不得 password-protect/encrypt;须清楚显示 姓名/院校/课程模块与成绩	必填	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/getting-your-academic-transcript	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Education	English language and original language transcripts as two separate documents	transcript_translation_upload	file	原文件与英文翻译须作为两个独立文件分别上传(不可合并);翻译须由院校或 registered translator 出具——You must not translate the documents yourself	条件必填(成绩单非英文时)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/getting-your-academic-transcript	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Education	degree or diploma certificate(s)	degree_certificate_upload	file	<5MB;.pdf/.docx/.jpeg/.jpg;已毕业者 encouraged to upload(措辞为鼓励非强制)	选填(已毕业者;中国学历除外见下行)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/getting-your-academic-transcript	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Education	graduation certificate + official grade certificate (成绩证明)	china_grade_certificate_upload	file	中国大陆学历专属:须提供毕业证 + 成绩证明(载明 overall percentage average),且须为 issued on or after the date of graduation;在读生上传成绩证明及经院校签字盖章的英文翻译,可与翻译合并为一个文件传至 Education 页的 additional documents 区;已毕业者不需另传成绩证明	条件必填(中国大陆学历)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/getting-your-academic-transcript	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Education	Additional documents (Education page)	additional_documents_upload	file	<5MB;.pdf/.docx/.jpeg/.jpg	条件必填(按课程 additional requirements)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/getting-your-academic-transcript	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Personal statement	Personal statement (typed in form)	personal_statement	textarea	3,000-character limit, including spaces	必填	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/writing-your-personal-statement	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Personal statement	upload it as a separate document	personal_statement_upload	file	上传版可超过 3,000 字符,但 cannot be longer than two sides of A4 paper (size 12 font and single spaced)——与表内 3000 字符是二选一的两套上限	选填(与表内输入二选一)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/writing-your-personal-statement	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Supporting documents	official test report form or qualification	english_test_report_upload	file	<5MB;.pdf/.docx/.jpeg/.jpg;UCL 机构代码 TOEFL 9163;不接受 TOEFL iBT MyBestScore、不接受 IELTS One Skill Retake	选填(提交时缺此件申请仍会被审理——原文 your application will still be considered)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/english-language-requirements	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Employment	work experience or previous employment	employment_history	repeatable-group	未确认(登录墙后);可填在 employment section 或改以 CV 上传呈现	选填	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/applying-graduate-taught-study-ucl	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Employment	uploaded CV	cv_upload	file	<5MB;.pdf/.docx/.jpeg/.jpg	选填(除非课程 additional requirements 指定)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/applying-graduate-taught-study-ucl	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — References	details of your referee(s)	referee_details	repeatable-group	份数由课程 prospectus 页决定(1 或 2);要求 1 份时优先 academic reference;要求 2 份时至少 1 份 academic;离开高等教育超过 4 年可改用 professional reference	条件必填(按课程要求的推荐信份数)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/selecting-your-references	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — References	referee's academic or professional address	referee_1_email	text	必须用院校/机构邮箱,不得用私人邮箱(原文举例 john.smith@university.ac.uk 而非 johnsmith@hotmail.com);用非机构邮箱会拖慢审理。⚠️ 此字段即产品红线:填入并提交将触发系统以申请人名义向该地址发信	条件必填(课程要求推荐信时)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/selecting-your-references	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — References	(提交动作触发的系统行为,非输入字段)	referee_invite_trigger	radio	触发时点=提交申请那一刻。原文 When you submit your application, your referee(s) will automatically be sent an email asking them to write a reference for you and submit it using a reference portal link。即 on-submit 自动发信,非手动发送、非保存即发	不适用(系统行为)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/selecting-your-references	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — References	(学生自行上传推荐信是否允许)	reference_upload_by_student	file	明确禁止。原文 Please do not email any references as we cannot accept references from applicants。推荐信只能由推荐人经 reference portal link 提交	不允许	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/selecting-your-references	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Applicant portal (post-submission)	resend reference requests / replace your referee(s)	reference_reminder_control	radio	提交并(如适用)付费后才拿到 applicant portal 权限;在此之前 Graduate Admissions Office 不能代为重发、改推荐人邮箱或换推荐人。自 12 月 8 日起 reference portal link 有效期 30 个自然日,过期须由申请人在 portal 内重发,重发后再给 30 天,可无限次重发直至 reference deadline	不适用(post-submission 功能)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/selecting-your-references	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Applicant portal (post-submission)	check the status of your reference(s)	reference_status_visible	radio	申请人可见推荐信「是否已提交」状态,但公开页未说明可见推荐信内容(推定不可见,未确认);官方明示 it is your responsibility to check references have been submitted	不适用(post-submission 功能)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/selecting-your-references	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Submission	application fee	application_fee_payment	radio	标准 £90;Slade School of Fine Art 全部课程 £35;Business Analytics (with Management Science) MSc / Finance MSc / Management MSc £160。均 non-refundable,含申请失败情形。提交申请时支付	必填(绝大多数授课型硕士;少数课程豁免)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/application-fees	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Submission	(提交后可修改范围)	post_submission_editable_fields	radio	提交后只能改 name / contact details / referees' details(如适用)/ passport details(需签证者);原文 you cannot replace or add additional documents once you have submitted your application——文件一旦提交不可替换或补传	不适用(系统约束)	https://www.ucl.ac.uk/study/prospective-students/graduate/how-apply/applying-graduate-taught-study-ucl	official how-to-apply page	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Additional requirements	GRE General Test scores	gre_score	text	UCL institution code 3344;本科在英国以外院校完成者须提供;quantitative 须 ≥162(post-August 2011 分制)。仅部分课程	条件必填(部分课程,如经济学方向)	https://www.ucl.ac.uk/study/prospective-students/graduate/degree-types/courses-additional-requirements	official checklist	2026-08-15
UCL	Tribal SITS:Vision (Portico)	Application form — Additional requirements	Design portfolio	portfolio_upload	file	多个 Built Environment / 建筑设计类课程要求;明确写 should only be provided once requested by the Faculty——不在初次申请时上传,由院系另行给指引	条件必填(指定课程,且须待院系索取后再交)	https://www.ucl.ac.uk/study/prospective-students/graduate/degree-types/courses-additional-requirements	official checklist	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	申请 portal 登录页 (pre-login)	(无公开注册/申请表单)	registration_form_absent	text	直接 GET 组件 URL 会被重定向到 /psc/apply/?cmd=login&errorPg=ckreq&languageCd=ENG,返回页 title 为 An error has occurred.,页面无任何可见 text/password 输入框、无 Register 链接。字段契约完全在登录墙后	不适用	https://pgapplication.manchester.ac.uk/psc/apply/EMPLOYEE/SA/c/CIBAA_MNU.UMOAA_LOGIN_CMP.GBL	live public form	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	Application form — Personal details	full contact details, ie full name, date of birth, address, email address, phone number	contact_details	text	未确认(登录墙后);此列举来自 CS 系 modular 申请指引,说明该组字段是表单必填最小集	必填	https://www.cs.manchester.ac.uk/study/postgraduate-taught/how-to-apply/	official how-to-apply page	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	Application form — Programme	the title of your chosen MSc course / course unit(s)	course_preference_1	dropdown	未确认(登录墙后);需付申请费的课程 必须每个课程分别申请并分别付费(原文 You must pay an application fee for each programme that you wish to be considered for)	必填	https://www.alliancembs.manchester.ac.uk/study/masters/how-to-apply/	official how-to-apply page	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	Supporting documents	Statement of purpose	personal_statement_upload	file	Your statement should be no more than one page —— 以「页」计,不给字数/字符上限。⚠️ 与 UCL 的 3,000 字符 / 两页 A4 双上限完全不同计量	条件必填(AMBS 硕士);MSc Advanced Computer Science 明示不要(见冲突行)	https://www.alliancembs.manchester.ac.uk/study/masters/how-to-apply/supporting-documents/	official checklist	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	Supporting documents	References and personal statements are not required for your application to this programme.	personal_statement_not_required	text	⚠️ 校内冲突:AMBS 的 supporting documents 页要求 statement of purpose,而 MSc Advanced Computer Science 课程页明写 References and personal statements are not required。曼大是院系各自设要求,不存在全校统一材料清单——产品不能按「学校」建库,必须按「学校×院系(甚至×课程)」建库	不适用(课程级豁免)	https://www.manchester.ac.uk/study/masters/courses/list/09705/msc-advanced-computer-science/	official how-to-apply page	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	Supporting documents	official transcript	transcript_upload	file	须含 the modules and grades that you have obtained to date;在读生也须交最新成绩单;单文件大小/格式上限 未确认(公开页未给)	必填	https://www.alliancembs.manchester.ac.uk/study/masters/how-to-apply/supporting-documents/	official checklist	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	Supporting documents	degree certificate + final degree transcript	degree_certificate_upload	file	已毕业者必交;final transcript 须 confirming the title of your award, your final grade and date of completion	条件必填(已毕业者)	https://www.alliancembs.manchester.ac.uk/study/masters/how-to-apply/supporting-documents/	official checklist	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	Supporting documents	official certified translation	transcript_translation_upload	file	学位证与成绩单非英文时须附 official certified translation(公开页未指定须由哪类机构出具,亦未禁止本人翻译——与 UCL 的 You must not translate the documents yourself 形成对比)	条件必填(材料非英文时)	https://www.alliancembs.manchester.ac.uk/study/masters/how-to-apply/supporting-documents/	official checklist	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	Supporting documents	(是否需要原件/认证件)	certified_copy_not_required_at_application	file	申请阶段明确不要原件:You do not need to send original copies of your degree certificate and transcripts during the application process。录取后 9 月注册时才带原件。与澳洲部分校要求申请阶段就交 certified copy 相反	不适用(申请阶段免除)	https://www.alliancembs.manchester.ac.uk/study/masters/how-to-apply/supporting-documents/	official checklist	2026-08-15
Manchester	Oracle PeopleSoft Campus Solutions	Supporting documents	Each supporting document should be uploaded separately and not combined into one document	upload_separate_files_rule	file	禁止把多份材料合并成一个 PDF 上传	不适用(上传规则)	https://www.alliancembs.manchester.ac.uk/study/masters/how-to-apply/supporting-documents/	official checklist	2026-08-15
